time,2.82,3.16,3.55,3.98,4.47,5.01,5.62,6.31,7.08,7.94,8.91,10.0,11.2,12.6,14.1,15.8,17.8,20.0,22.4,25.1,28.2,31.6,35.5,39.8,44.7,50.1,56.2,63.1,70.8,79.4,89.1,100.0,112.0,126.0,141.0,158.0,178.0,200.0,224.0,251.0,282.0,316.0,355.0,398.0,447.0,501.0,562.0,631.0,708.0,794.0,891.0,1000.0
2005-04-03 00:09:00,0.0,276.138,599.653,42.6125,797.625,1173.2,1212.76,1149.52,1157.02,1361.04,1947.23,2762.13,3167.8,2697.47,2677.37,2794.35,2608.15,2482.29,2307.79,2265.55,2378.69,2507.7,2652.55,2601.3,2637.96,3076.35,3885.27,4278.18,4900.72,5569.75,5957.39,6017.72,5980.97,5857.61,5558.78,4844.06,4080.61,3384.1,2676.63,2075.45,1553.84,1100.66,744.419,468.329,277.075,191.752,101.58,46.5795,25.3514,16.0389,5.8212,0.0
2005-04-03 00:19:00,0.0,302.947,657.87,46.7495,102.241,534.6419999999998,779.788,384.742,612.889,1032.8,1522.47,1856.69,1534.99,1342.02,1822.86,2469.77,2643.8,1744.56,1897.66,2398.37,2687.36,1974.4,2456.58,2650.5,2778.51,3206.87,3653.48,4235.56,4849.27,5449.45,5958.59,6098.88,5996.22,5690.66,5252.89,4616.63,3920.75,3217.54,2594.66,2027.32,1517.76,1074.1,763.3530000000003,508.355,300.6,134.549,74.2942,42.0073,24.8437,14.2865,10.6823,8.7546
2005-04-03 00:29:00,0.0,207.334,598.0830000000002,885.153,255.748,914.845,1525.57,731.686,1627.51,1229.17,1084.94,1499.62,1610.29,1780.71,1969.52,2314.08,2852.67,2172.75,2224.35,2250.1,2201.28,2805.41,2650.97,2818.04,2962.64,2748.96,4025.26,4262.12,4774.99,5328.5,5485.23,5970.03,5994.77,5578.54,5169.26,4550.47,3863.86,3166.62,2594.6,1996.76,1428.44,934.416,713.323,498.819,301.832,150.031,77.587,39.7896,25.251,15.3016,8.0103,1.36
2005-04-03 00:39:00,0.0,0.0,0.0,0.0,333.469,770.829,1014.2,841.091,981.094,1408.56,1434.05,1266.81,2264.62,2150.35,2254.15,2525.69,2751.13,2634.55,2991.38,2951.59,2559.73,2935.48,2791.17,2733.96,2690.59,2612.39,3743.45,4122.22,4615.72,5162.34,5639.78,5779.76,5806.49,5680.72,5116.25,4447.61,3778.97,3142.93,2507.18,1910.12,1389.54,982.277,727.095,485.043,271.815,121.816,74.1851,44.5714,22.726,12.5212,5.6014,0.0
2005-04-03 00:49:00,0.0,0.0,0.0,0.0,0.0,381.205,806.443,916.639,1085.21,903.722,1038.85,1540.46,1808.56,1687.19,1718.52,1963.7,2402.96,2764.0,2982.27,3097.79,3141.52,3155.08,2957.69,2969.83,3019.9,2947.14,3638.58,3983.7,4483.47,5052.5,5539.69,5754.92,5768.95,5570.13,5055.25,4289.98,3621.66,3141.26,2492.38,1945.47,1467.43,1041.11,698.4169999999997,459.728,286.433,122.083,63.9235,36.8178,24.9836,7.392,9.2091,15.7057
2005-04-03 00:59:00,2336.72,1031.57,66.2803,382.485,320.238,232.514,560.0740000000002,1549.93,1130.24,1119.86,1377.87,1754.81,1987.41,1884.67,2356.99,2855.83,2831.35,3906.51,3704.02,3614.7,3897.52,3702.27,3601.1,3071.97,2736.66,3223.35,3571.95,4065.79,4547.62,5017.77,5479.32,5575.29,5559.0,5440.77,5117.52,4377.2,3622.84,2982.21,2356.81,1877.07,1443.62,987.133,682.808,432.374,240.481,126.196,63.3262,29.7622,17.7345,10.8947,7.5666,5.0852
2005-04-03 01:09:00,0.0,282.431,613.32,43.5837,637.187,614.942,413.582,621.2280000000002,708.773,436.23800000000006,1057.79,2261.02,1770.38,1704.39,2099.62,2502.95,2528.37,3476.47,3469.07,3708.52,4206.37,3621.4,3586.96,3365.88,3186.32,3337.18,3494.8,3867.05,4425.51,5004.9,5322.67,5483.12,5553.55,5463.11,4884.09,4276.59,3670.76,3072.07,2426.19,1830.98,1343.71,1019.33,673.183,416.996,241.022,137.97799999999998,66.8512,31.8518,24.1089,10.5279,5.9008,3.4326
2005-04-03 01:19:00,0.0,0.0,0.0,0.0,118.232,462.087,919.606,1301.38,838.875,861.1060000000001,958.025,1096.21,1639.23,1438.62,1750.6,2237.38,2474.93,3340.55,3654.52,3791.8,3850.5,3680.09,3296.45,3159.7,3165.74,3171.92,3462.34,3923.53,4438.18,4943.07,5330.34,5561.88,5520.35,5213.12,4705.47,4105.75,3531.62,3012.31,2413.5,1839.58,1327.86,913.211,674.7719999999998,444.34,253.493,166.017,89.4279,41.555,20.1825,10.675,5.6292,1.659
2005-04-03 01:29:00,2440.29,1077.29,0.0,0.0,49.8669,644.864,930.545,183.488,965.483,1270.46,1220.54,1058.52,1331.97,1422.63,1873.31,2473.96,2896.34,2497.86,3080.81,3503.3,3557.6,3955.08,3509.79,3199.72,2942.34,2639.46,3527.67,3874.18,4409.99,4966.28,5233.67,5416.62,5423.63,5229.08,4761.84,4125.42,3504.7,2951.64,2335.33,1799.7,1345.09,980.78,659.038,421.549,246.615,105.652,66.749,41.4959,21.2325,17.6191,16.7061,16.4441
