time,2.82,3.16,3.55,3.98,4.47,5.01,5.62,6.31,7.08,7.94,8.91,10.0,11.2,12.6,14.1,15.8,17.8,20.0,22.4,25.1,28.2,31.6,35.5,39.8,44.7,50.1,56.2,63.1,70.8,79.4,89.1,100.0,112.0,126.0,141.0,158.0,178.0,200.0,224.0,251.0,355.0,282.0,316.0,398.0,447.0,501.0,562.0,631.0,708.0,794.0,891.0,1000.0
2006-03-13 05:09:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4787,67.389,48.4346,237.905,508.466,848.528,1217.09,1610.31,2079.79,2933.65,3058.19,2659.19,2266.42,2219.33,1930.98,1912.7,1886.2,1690.4,1261.71,957.821,749.529,666.76,604.45,447.336,440.025,354.759,392.666,463.93199999999996,380.279,459.327,413.29900000000004,312.913,70.6279,203.345,119.742,57.7504,43.6842,22.9103,12.9395,4.2302,5.8943,5.9576,2.8298,5.3842
2006-03-13 05:19:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.431,185.398,104.93299999999999,523.366,1024.13,1021.52,1333.64,1918.11,2540.11,3351.32,2972.41,2620.63,2326.11,2035.71,1991.76,1950.36,1858.1,1649.47,1292.27,939.617,829.383,692.0310000000003,557.07,514.712,378.45099999999996,354.017,372.111,428.931,531.604,479.05300000000005,449.204,357.686,67.2503,221.04,114.836,38.6873,26.705,20.7246,3.5180000000000002,20.732,12.3126,4.7866,5.9025,4.9792
2006-03-13 05:29:00,,0.0,0.0,0.0,0.0,0.0,35.8127,98.5458,40.3432,21.9874,83.5919,275.033,547.045,1042.45,1315.24,1395.39,1664.22,2884.06,2647.2,2385.08,2200.27,2042.3,1943.04,1950.41,1842.95,1594.57,1243.72,939.538,819.3989999999999,720.419,593.5830000000002,439.23699999999997,424.01,348.642,359.56800000000015,417.064,412.111,461.13599999999997,397.273,310.9840000000001,64.1674,222.187,116.49799999999999,49.36600000000001,34.711999999999996,15.2099,9.2617,10.5858,8.9833,5.772,3.0286,3.8131
2006-03-13 05:39:00,,0.0,0.0,0.0,0.0,0.0,37.4416,103.02799999999999,42.1781,21.5266,81.8398,314.1690000000001,614.2180000000002,976.3860000000001,1325.79,1664.15,2024.33,2494.51,2556.39,2638.39,2527.93,2121.37,2051.27,2115.11,2033.38,1767.46,1354.64,941.0319999999999,826.4689999999997,779.655,695.255,522.612,421.596,375.43199999999996,359.397,364.394,385.25699999999995,410.421,457.99300000000005,383.68800000000016,72.2908,225.75799999999998,127.53299999999999,42.9445,26.7926,16.6687,8.6815,10.136000000000001,9.0389,6.5887,5.0373,7.9409
2006-03-13 05:49:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2157,90.6292,147.36,172.19400000000005,235.81,595.5319999999998,918.054,1208.39,1600.43,2505.12,2701.03,2679.84,2476.74,2119.58,1803.62,1810.89,1806.22,1636.15,1247.21,943.2510000000001,773.3639999999997,641.036,535.28,459.67699999999996,339.839,379.767,387.41,398.699,518.587,408.333,407.805,350.259,67.2355,231.082,136.31799999999998,41.769,32.4976,25.7481,16.6546,9.9823,11.9273,8.9126,1.7634,6.1183
2006-03-13 05:59:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4075,78.3234,95.0086,269.41900000000004,492.584,692.7810000000003,947.7589999999999,1250.14,1627.28,2381.25,2798.56,2731.01,2393.34,2041.22,1870.86,1694.4,1635.69,1518.6,1189.68,1010.2,800.875,655.877,571.7280000000002,513.951,466.099,388.465,365.029,405.653,478.715,434.98900000000003,386.991,317.788,90.53,220.146,97.8752,54.3705,28.0986,19.6652,14.479000000000001,4.7401,9.3755,8.4732,1.8918,9.6998
2006-03-13 06:09:00,,0.0,0.0,0.0,0.0,0.0,35.1912,96.8356,128.001,137.411,109.682,197.61900000000003,337.911,560.841,907.8939999999999,1362.35,1902.37,2873.68,2599.53,3176.55,3241.22,1874.5,1616.7,1784.93,1768.95,1595.96,1388.8,1012.59,772.178,620.004,516.156,424.62800000000004,380.275,379.401,393.76099999999997,417.735,450.80699999999996,443.564,442.06800000000004,373.478,62.1109,244.72799999999998,112.42299999999999,43.5006,30.1594,18.1975,19.6548,15.8649,11.463,7.4004,4.1731,1.8636
2006-03-13 06:19:00,,0.0,0.0,0.0,16.1461,106.91799999999999,94.0507,3.2781,41.3325,76.6667,98.4028,181.608,345.015,866.188,1223.49,1438.99,1821.45,3045.45,3093.89,2715.4,2306.64,2115.5,1979.24,1736.55,1646.28,1556.88,1286.03,984.7460000000001,880.591,734.7180000000003,568.6990000000002,473.293,444.664,433.595,475.87300000000016,518.431,481.15,512.339,494.038,383.38800000000003,77.4855,225.02200000000002,117.01299999999999,52.6851,28.3325,10.2518,18.8936,15.1407,10.523,10.0771,11.0144,2.2627
2006-03-13 06:29:00,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4614,65.3541,50.1214,187.793,439.441,1068.56,1470.15,1674.87,2023.22,3095.52,3341.78,2764.19,2110.86,1997.42,2150.55,1796.59,1706.79,1654.58,1331.48,1195.71,975.682,779.37,627.32,514.493,452.48199999999997,426.42699999999996,429.524,447.42199999999997,461.439,469.139,466.595,372.67800000000005,82.9217,222.315,119.17299999999999,49.3205,32.0749,27.0771,16.3895,3.2310000000000003,7.5228,9.774,5.6988,6.1333
2006-03-13 06:39:00,,0.0,0.0,0.0,16.1539,106.97,94.0963,3.2797,0.0,22.3205,84.8581,247.892,483.301,951.6089999999999,1393.29,1811.93,2202.88,2454.29,2862.51,2637.09,2315.22,2313.4,1858.56,1905.12,1822.56,1571.33,1266.83,1208.02,1031.9,815.446,643.102,581.121,476.711,415.426,410.50699999999995,463.027,555.507,516.12,464.515,385.751,86.6202,274.059,134.101,47.1439,24.0424,15.493,11.5793,17.8864,16.6454,8.9219,1.7115,8.7755
